id,member_id,applicationType,score,month
41449,3454,소방직공무원(여),21,1
41450,3454,소방직공무원(여),20,2
41451,3454,소방직공무원(여),27,3
41452,3454,소방직공무원(여),18,4
41453,3454,소방직공무원(여),10,5
41454,3454,소방직공무원(여),38,6
41455,3454,소방직공무원(여),26,7
41456,3454,소방직공무원(여),21,8
41457,3454,소방직공무원(여),21,9
41458,3454,소방직공무원(여),29,10
41459,3454,소방직공무원(여),16,11
41460,3455,소방직공무원(여),35,12
41461,3455,경호직공무원(여),26,1
41462,3455,경호직공무원(여),38,2
41463,3455,경호직공무원(여),36,3
41464,3455,경호직공무원(여),32,4
41465,3455,경호직공무원(여),28,5
41466,3455,경호직공무원(여),34,6
41467,3455,경호직공무원(여),13,7
41468,3455,경호직공무원(여),9,8
41469,3455,경호직공무원(여),10,9
41470,3455,경호직공무원(여),20,10
41471,3455,경호직공무원(여),40,11
41472,3456,경호직공무원(여),22,12
41473,3456,경호직공무원(남),10,1
41474,3456,경호직공무원(남),24,2
41475,3456,경호직공무원(남),9,3
41476,3456,경호직공무원(남),34,4
41477,3456,경호직공무원(남),9,5
41478,3456,경호직공무원(남),9,6
41479,3456,경호직공무원(남),29,7
41480,3456,경호직공무원(남),38,8
41481,3456,경호직공무원(남),29,9
41482,3456,경호직공무원(남),22,10
41483,3456,경호직공무원(남),20,11
41484,3457,경호직공무원(남),11,12
41485,3457,소방직공무원(여),47,1
41486,3457,소방직공무원(여),5,2
41487,3457,소방직공무원(여),8,3
41488,3457,소방직공무원(여),31,4
41489,3457,소방직공무원(여),25,5
41490,3457,소방직공무원(여),9,6
41491,3457,소방직공무원(여),16,7
41492,3457,소방직공무원(여),35,8
41493,3457,소방직공무원(여),38,9
41494,3457,소방직공무원(여),29,10
41495,3457,소방직공무원(여),17,11
41496,3458,소방직공무원(여),28,12
41497,3458,소방직공무원(남),35,1
41498,3458,소방직공무원(남),19,2
41499,3458,소방직공무원(남),34,3
41500,3458,소방직공무원(남),20,4
41501,3458,소방직공무원(남),47,5
41502,3458,소방직공무원(남),47,6
41503,3458,소방직공무원(남),46,7
41504,3458,소방직공무원(남),15,8
41505,3458,소방직공무원(남),34,9
41506,3458,소방직공무원(남),23,10
41507,3458,소방직공무원(남),37,11
41508,3459,소방직공무원(남),18,12
41509,3459,경찰직공무원(여),17,1
41510,3459,경찰직공무원(여),6,2
41511,3459,경찰직공무원(여),43,3
41512,3459,경찰직공무원(여),11,4
41513,3459,경찰직공무원(여),19,5
41514,3459,경찰직공무원(여),37,6
41515,3459,경찰직공무원(여),8,7
41516,3459,경찰직공무원(여),39,8
41517,3459,경찰직공무원(여),32,9
41518,3459,경찰직공무원(여),38,10
41519,3459,경찰직공무원(여),6,11
41520,3460,경찰직공무원(여),19,12
41521,3460,경찰직공무원(여),12,1
41522,3460,경찰직공무원(여),27,2
41523,3460,경찰직공무원(여),14,3
41524,3460,경찰직공무원(여),46,4
41525,3460,경찰직공무원(여),34,5
41526,3460,경찰직공무원(여),41,6
41527,3460,경찰직공무원(여),9,7
41528,3460,경찰직공무원(여),8,8
41529,3460,경찰직공무원(여),18,9
41530,3460,경찰직공무원(여),14,10
41531,3460,경찰직공무원(여),7,11
41532,3461,경찰직공무원(여),25,12
41533,3461,소방직공무원(여),16,1
41534,3461,소방직공무원(여),21,2
41535,3461,소방직공무원(여),7,3
41536,3461,소방직공무원(여),29,4
41537,3461,소방직공무원(여),45,5
41538,3461,소방직공무원(여),14,6
41539,3461,소방직공무원(여),34,7
41540,3461,소방직공무원(여),29,8
41541,3461,소방직공무원(여),33,9
41542,3461,소방직공무원(여),45,10
41543,3461,소방직공무원(여),23,11
41544,3462,소방직공무원(여),28,12
41545,3462,경호직공무원(남),25,1
41546,3462,경호직공무원(남),34,2
41547,3462,경호직공무원(남),46,3
41548,3462,경호직공무원(남),14,4
41549,3462,경호직공무원(남),35,5
41550,3462,경호직공무원(남),7,6
41551,3462,경호직공무원(남),37,7
41552,3462,경호직공무원(남),38,8
41553,3462,경호직공무원(남),31,9
41554,3462,경호직공무원(남),23,10
41555,3462,경호직공무원(남),14,11
41556,3463,경호직공무원(남),31,12
41557,3463,경찰직공무원(여),34,1
41558,3463,경찰직공무원(여),34,2
41559,3463,경찰직공무원(여),29,3
41560,3463,경찰직공무원(여),29,4
41561,3463,경찰직공무원(여),43,5
41562,3463,경찰직공무원(여),8,6
41563,3463,경찰직공무원(여),34,7
41564,3463,경찰직공무원(여),12,8
41565,3463,경찰직공무원(여),34,9
41566,3463,경찰직공무원(여),44,10
41567,3463,경찰직공무원(여),26,11
41568,3464,경찰직공무원(여),40,12
41569,3464,경찰직공무원(남),37,1
41570,3464,경찰직공무원(남),13,2
41571,3464,경찰직공무원(남),29,3
41572,3464,경찰직공무원(남),27,4
41573,3464,경찰직공무원(남),6,5
41574,3464,경찰직공무원(남),41,6
41575,3464,경찰직공무원(남),40,7
41576,3464,경찰직공무원(남),10,8
41577,3464,경찰직공무원(남),37,9
41578,3464,경찰직공무원(남),43,10
41579,3464,경찰직공무원(남),41,11
41580,3465,경찰직공무원(남),38,12
41581,3465,경호직공무원(남),35,1
41582,3465,경호직공무원(남),28,2
41583,3465,경호직공무원(남),9,3
41584,3465,경호직공무원(남),39,4
41585,3465,경호직공무원(남),28,5
41586,3465,경호직공무원(남),40,6
41587,3465,경호직공무원(남),37,7
41588,3465,경호직공무원(남),19,8
41589,3465,경호직공무원(남),15,9
41590,3465,경호직공무원(남),28,10
41591,3465,경호직공무원(남),40,11
41592,3466,경호직공무원(남),36,12
41593,3466,경호직공무원(여),14,1
41594,3466,경호직공무원(여),13,2
41595,3466,경호직공무원(여),49,3
41596,3466,경호직공무원(여),37,4
41597,3466,경호직공무원(여),6,5
41598,3466,경호직공무원(여),46,6
41599,3466,경호직공무원(여),27,7
41600,3466,경호직공무원(여),8,8
41601,3466,경호직공무원(여),28,9
41602,3466,경호직공무원(여),43,10
41603,3466,경호직공무원(여),40,11
41604,3467,경호직공무원(여),11,12
41605,3467,소방직공무원(여),12,1
41606,3467,소방직공무원(여),33,2
41607,3467,소방직공무원(여),21,3
41608,3467,소방직공무원(여),16,4
41609,3467,소방직공무원(여),20,5
41610,3467,소방직공무원(여),48,6
41611,3467,소방직공무원(여),29,7
41612,3467,소방직공무원(여),22,8
41613,3467,소방직공무원(여),16,9
41614,3467,소방직공무원(여),18,10
41615,3467,소방직공무원(여),10,11
41616,3468,소방직공무원(여),21,12
41617,3468,경찰직공무원(여),5,1
41618,3468,경찰직공무원(여),46,2
41619,3468,경찰직공무원(여),24,3
41620,3468,경찰직공무원(여),13,4
41621,3468,경찰직공무원(여),39,5
41622,3468,경찰직공무원(여),6,6
41623,3468,경찰직공무원(여),24,7
41624,3468,경찰직공무원(여),11,8
41625,3468,경찰직공무원(여),20,9
41626,3468,경찰직공무원(여),18,10
41627,3468,경찰직공무원(여),20,11
41628,3469,경찰직공무원(여),19,12
41629,3469,경찰직공무원(남),31,1
41630,3469,경찰직공무원(남),13,2
41631,3469,경찰직공무원(남),42,3
41632,3469,경찰직공무원(남),39,4
41633,3469,경찰직공무원(남),38,5
41634,3469,경찰직공무원(남),31,6
41635,3469,경찰직공무원(남),30,7
41636,3469,경찰직공무원(남),28,8
41637,3469,경찰직공무원(남),7,9
41638,3469,경찰직공무원(남),6,10
41639,3469,경찰직공무원(남),21,11
41640,3470,경찰직공무원(남),37,12
41641,3470,경찰직공무원(여),23,1
41642,3470,경찰직공무원(여),17,2
41643,3470,경찰직공무원(여),17,3
41644,3470,경찰직공무원(여),17,4
41645,3470,경찰직공무원(여),24,5
41646,3470,경찰직공무원(여),33,6
41647,3470,경찰직공무원(여),10,7
41648,3470,경찰직공무원(여),24,8
41649,3470,경찰직공무원(여),32,9
41650,3470,경찰직공무원(여),43,10
41651,3470,경찰직공무원(여),48,11
41652,3471,경찰직공무원(여),49,12
41653,3471,소방직공무원(남),22,1
41654,3471,소방직공무원(남),23,2
41655,3471,소방직공무원(남),36,3
41656,3471,소방직공무원(남),5,4
41657,3471,소방직공무원(남),31,5
41658,3471,소방직공무원(남),46,6
41659,3471,소방직공무원(남),35,7
41660,3471,소방직공무원(남),7,8
41661,3471,소방직공무원(남),5,9
41662,3471,소방직공무원(남),37,10
41663,3471,소방직공무원(남),39,11
41664,3472,소방직공무원(남),10,12
41665,3472,경호직공무원(여),6,1
41666,3472,경호직공무원(여),39,2
41667,3472,경호직공무원(여),31,3
41668,3472,경호직공무원(여),25,4
41669,3472,경호직공무원(여),40,5
41670,3472,경호직공무원(여),17,6
41671,3472,경호직공무원(여),31,7
41672,3472,경호직공무원(여),10,8
41673,3472,경호직공무원(여),42,9
41674,3472,경호직공무원(여),33,10
41675,3472,경호직공무원(여),18,11
41676,3473,경호직공무원(여),45,12
41677,3473,경호직공무원(남),31,1
41678,3473,경호직공무원(남),49,2
41679,3473,경호직공무원(남),46,3
41680,3473,경호직공무원(남),11,4
41681,3473,경호직공무원(남),29,5
41682,3473,경호직공무원(남),32,6
41683,3473,경호직공무원(남),43,7
41684,3473,경호직공무원(남),8,8
41685,3473,경호직공무원(남),37,9
41686,3473,경호직공무원(남),24,10
41687,3473,경호직공무원(남),9,11
41688,3474,경호직공무원(남),33,12
41689,3474,경찰직공무원(여),40,1
41690,3474,경찰직공무원(여),21,2
41691,3474,경찰직공무원(여),15,3
41692,3474,경찰직공무원(여),45,4
41693,3474,경찰직공무원(여),37,5
41694,3474,경찰직공무원(여),41,6
41695,3474,경찰직공무원(여),23,7
41696,3474,경찰직공무원(여),35,8
41697,3474,경찰직공무원(여),46,9
41698,3474,경찰직공무원(여),18,10
41699,3474,경찰직공무원(여),33,11
41700,3475,경찰직공무원(여),22,12
41701,3475,경찰직공무원(여),14,1
41702,3475,경찰직공무원(여),33,2
41703,3475,경찰직공무원(여),8,3
41704,3475,경찰직공무원(여),17,4
41705,3475,경찰직공무원(여),49,5
41706,3475,경찰직공무원(여),49,6
41707,3475,경찰직공무원(여),13,7
41708,3475,경찰직공무원(여),12,8
41709,3475,경찰직공무원(여),6,9
41710,3475,경찰직공무원(여),10,10
41711,3475,경찰직공무원(여),40,11
41712,3476,경찰직공무원(여),5,12
41713,3476,경찰직공무원(남),5,1
41714,3476,경찰직공무원(남),18,2
41715,3476,경찰직공무원(남),11,3
41716,3476,경찰직공무원(남),38,4
41717,3476,경찰직공무원(남),28,5
41718,3476,경찰직공무원(남),33,6
41719,3476,경찰직공무원(남),14,7
41720,3476,경찰직공무원(남),40,8
41721,3476,경찰직공무원(남),49,9
41722,3476,경찰직공무원(남),33,10
41723,3476,경찰직공무원(남),18,11
41724,3477,경찰직공무원(남),13,12
41725,3477,경호직공무원(여),5,1
41726,3477,경호직공무원(여),32,2
41727,3477,경호직공무원(여),16,3
41728,3477,경호직공무원(여),47,4
41729,3477,경호직공무원(여),45,5
41730,3477,경호직공무원(여),42,6
41731,3477,경호직공무원(여),15,7
41732,3477,경호직공무원(여),13,8
41733,3477,경호직공무원(여),43,9
41734,3477,경호직공무원(여),19,10
41735,3477,경호직공무원(여),9,11
41736,3478,경호직공무원(여),7,12
41737,3478,소방직공무원(남),36,1
41738,3478,소방직공무원(남),42,2
41739,3478,소방직공무원(남),15,3
41740,3478,소방직공무원(남),16,4
41741,3478,소방직공무원(남),15,5
41742,3478,소방직공무원(남),22,6
41743,3478,소방직공무원(남),7,7
41744,3478,소방직공무원(남),27,8
41745,3478,소방직공무원(남),42,9
41746,3478,소방직공무원(남),40,10
41747,3478,소방직공무원(남),46,11
41748,3479,소방직공무원(남),23,12
41749,3479,소방직공무원(남),37,1
41750,3479,소방직공무원(남),47,2
41751,3479,소방직공무원(남),37,3
41752,3479,소방직공무원(남),21,4
41753,3479,소방직공무원(남),37,5
41754,3479,소방직공무원(남),47,6
41755,3479,소방직공무원(남),22,7
41756,3479,소방직공무원(남),18,8
41757,3479,소방직공무원(남),20,9
41758,3479,소방직공무원(남),34,10
41759,3479,소방직공무원(남),25,11
41760,3480,소방직공무원(남),34,12
41761,3480,소방직공무원(남),10,1
41762,3480,소방직공무원(남),48,2
41763,3480,소방직공무원(남),42,3
41764,3480,소방직공무원(남),36,4
41765,3480,소방직공무원(남),24,5
41766,3480,소방직공무원(남),9,6
41767,3480,소방직공무원(남),36,7
41768,3480,소방직공무원(남),6,8
41769,3480,소방직공무원(남),17,9
41770,3480,소방직공무원(남),19,10
41771,3480,소방직공무원(남),23,11
41772,3481,소방직공무원(남),14,12
41773,3481,소방직공무원(남),33,1
41774,3481,소방직공무원(남),37,2
41775,3481,소방직공무원(남),48,3
41776,3481,소방직공무원(남),38,4
41777,3481,소방직공무원(남),36,5
41778,3481,소방직공무원(남),18,6
41779,3481,소방직공무원(남),25,7
41780,3481,소방직공무원(남),45,8
41781,3481,소방직공무원(남),25,9
41782,3481,소방직공무원(남),17,10
41783,3481,소방직공무원(남),40,11
41784,3482,소방직공무원(남),46,12
41785,3482,소방직공무원(남),35,1
41786,3482,소방직공무원(남),47,2
41787,3482,소방직공무원(남),9,3
41788,3482,소방직공무원(남),20,4
41789,3482,소방직공무원(남),6,5
41790,3482,소방직공무원(남),16,6
41791,3482,소방직공무원(남),22,7
41792,3482,소방직공무원(남),18,8
41793,3482,소방직공무원(남),13,9
41794,3482,소방직공무원(남),6,10
41795,3482,소방직공무원(남),28,11
41796,3483,소방직공무원(남),10,12
41797,3483,경호직공무원(남),45,1
41798,3483,경호직공무원(남),14,2
41799,3483,경호직공무원(남),37,3
41800,3483,경호직공무원(남),5,4
41801,3483,경호직공무원(남),39,5
41802,3483,경호직공무원(남),11,6
41803,3483,경호직공무원(남),25,7
41804,3483,경호직공무원(남),29,8
41805,3483,경호직공무원(남),45,9
41806,3483,경호직공무원(남),42,10
41807,3483,경호직공무원(남),31,11
41808,3484,경호직공무원(남),36,12
41809,3484,경찰직공무원(여),47,1
41810,3484,경찰직공무원(여),19,2
41811,3484,경찰직공무원(여),43,3
41812,3484,경찰직공무원(여),20,4
41813,3484,경찰직공무원(여),38,5
41814,3484,경찰직공무원(여),12,6
41815,3484,경찰직공무원(여),44,7
41816,3484,경찰직공무원(여),44,8
41817,3484,경찰직공무원(여),43,9
41818,3484,경찰직공무원(여),46,10
41819,3484,경찰직공무원(여),19,11
41820,3485,경찰직공무원(여),40,12
41821,3485,소방직공무원(남),6,1
41822,3485,소방직공무원(남),10,2
41823,3485,소방직공무원(남),47,3
41824,3485,소방직공무원(남),28,4
41825,3485,소방직공무원(남),23,5
41826,3485,소방직공무원(남),30,6
41827,3485,소방직공무원(남),28,7
41828,3485,소방직공무원(남),37,8
41829,3485,소방직공무원(남),46,9
41830,3485,소방직공무원(남),13,10
41831,3485,소방직공무원(남),32,11
41832,3486,소방직공무원(남),11,12
41833,3486,경찰직공무원(남),36,1
41834,3486,경찰직공무원(남),22,2
41835,3486,경찰직공무원(남),25,3
41836,3486,경찰직공무원(남),8,4
41837,3486,경찰직공무원(남),34,5
41838,3486,경찰직공무원(남),21,6
41839,3486,경찰직공무원(남),38,7
41840,3486,경찰직공무원(남),32,8
41841,3486,경찰직공무원(남),8,9
41842,3486,경찰직공무원(남),47,10
41843,3486,경찰직공무원(남),15,11
41844,3487,경찰직공무원(남),31,12
41845,3487,소방직공무원(남),22,1
41846,3487,소방직공무원(남),11,2
41847,3487,소방직공무원(남),40,3
41848,3487,소방직공무원(남),37,4
41849,3487,소방직공무원(남),39,5
41850,3487,소방직공무원(남),37,6
41851,3487,소방직공무원(남),19,7
41852,3487,소방직공무원(남),10,8
41853,3487,소방직공무원(남),34,9
41854,3487,소방직공무원(남),7,10
41855,3487,소방직공무원(남),11,11
41856,3488,소방직공무원(남),19,12
41857,3488,소방직공무원(여),38,1
41858,3488,소방직공무원(여),18,2
41859,3488,소방직공무원(여),33,3
41860,3488,소방직공무원(여),11,4
41861,3488,소방직공무원(여),11,5
41862,3488,소방직공무원(여),9,6
41863,3488,소방직공무원(여),36,7
41864,3488,소방직공무원(여),23,8
41865,3488,소방직공무원(여),42,9
41866,3488,소방직공무원(여),10,10
41867,3488,소방직공무원(여),23,11
41868,3489,소방직공무원(여),45,12
41869,3489,경호직공무원(남),43,1
41870,3489,경호직공무원(남),11,2
41871,3489,경호직공무원(남),37,3
41872,3489,경호직공무원(남),35,4
41873,3489,경호직공무원(남),24,5
41874,3489,경호직공무원(남),13,6
41875,3489,경호직공무원(남),10,7
41876,3489,경호직공무원(남),36,8
41877,3489,경호직공무원(남),24,9
41878,3489,경호직공무원(남),8,10
41879,3489,경호직공무원(남),8,11
41880,3490,경호직공무원(남),49,12
41881,3490,경찰직공무원(남),11,1
41882,3490,경찰직공무원(남),48,2
41883,3490,경찰직공무원(남),35,3
41884,3490,경찰직공무원(남),15,4
41885,3490,경찰직공무원(남),14,5
41886,3490,경찰직공무원(남),47,6
41887,3490,경찰직공무원(남),40,7
41888,3490,경찰직공무원(남),21,8
41889,3490,경찰직공무원(남),6,9
41890,3490,경찰직공무원(남),18,10
41891,3490,경찰직공무원(남),34,11
41892,3491,경찰직공무원(남),14,12
41893,3491,소방직공무원(여),7,1
41894,3491,소방직공무원(여),41,2
41895,3491,소방직공무원(여),46,3
41896,3491,소방직공무원(여),23,4
41897,3491,소방직공무원(여),39,5
41898,3491,소방직공무원(여),21,6
41899,3491,소방직공무원(여),24,7
41900,3491,소방직공무원(여),25,8
41901,3491,소방직공무원(여),42,9
41902,3491,소방직공무원(여),23,10
41903,3491,소방직공무원(여),11,11
41904,3492,소방직공무원(여),6,12
41905,3492,경호직공무원(여),7,1
41906,3492,경호직공무원(여),46,2
41907,3492,경호직공무원(여),44,3
41908,3492,경호직공무원(여),8,4
41909,3492,경호직공무원(여),24,5
41910,3492,경호직공무원(여),36,6
41911,3492,경호직공무원(여),46,7
41912,3492,경호직공무원(여),15,8
41913,3492,경호직공무원(여),44,9
41914,3492,경호직공무원(여),49,10
41915,3492,경호직공무원(여),20,11
41916,3493,경호직공무원(여),37,12
41917,3493,경호직공무원(여),36,1
41918,3493,경호직공무원(여),35,2
41919,3493,경호직공무원(여),38,3
41920,3493,경호직공무원(여),6,4
41921,3493,경호직공무원(여),14,5
41922,3493,경호직공무원(여),11,6
41923,3493,경호직공무원(여),26,7
41924,3493,경호직공무원(여),15,8
41925,3493,경호직공무원(여),42,9
41926,3493,경호직공무원(여),7,10
41927,3493,경호직공무원(여),20,11
41928,3494,경호직공무원(여),32,12
41929,3494,경찰직공무원(여),44,1
41930,3494,경찰직공무원(여),9,2
41931,3494,경찰직공무원(여),20,3
41932,3494,경찰직공무원(여),11,4
41933,3494,경찰직공무원(여),31,5
41934,3494,경찰직공무원(여),45,6
41935,3494,경찰직공무원(여),20,7
41936,3494,경찰직공무원(여),46,8
41937,3494,경찰직공무원(여),19,9
41938,3494,경찰직공무원(여),28,10
41939,3494,경찰직공무원(여),41,11
41940,3495,경찰직공무원(여),27,12
41941,3495,경찰직공무원(여),6,1
41942,3495,경찰직공무원(여),39,2
41943,3495,경찰직공무원(여),18,3
41944,3495,경찰직공무원(여),34,4
41945,3495,경찰직공무원(여),39,5
41946,3495,경찰직공무원(여),38,6
41947,3495,경찰직공무원(여),19,7
41948,3495,경찰직공무원(여),18,8
41949,3495,경찰직공무원(여),25,9
41950,3495,경찰직공무원(여),20,10
41951,3495,경찰직공무원(여),36,11
41952,3496,경찰직공무원(여),29,12
41953,3496,소방직공무원(여),31,1
41954,3496,소방직공무원(여),5,2
41955,3496,소방직공무원(여),38,3
41956,3496,소방직공무원(여),38,4
41957,3496,소방직공무원(여),47,5
41958,3496,소방직공무원(여),41,6
41959,3496,소방직공무원(여),9,7
41960,3496,소방직공무원(여),45,8
41961,3496,소방직공무원(여),20,9
41962,3496,소방직공무원(여),39,10
41963,3496,소방직공무원(여),8,11
41964,3497,소방직공무원(여),24,12
41965,3497,경호직공무원(여),32,1
41966,3497,경호직공무원(여),32,2
41967,3497,경호직공무원(여),38,3
41968,3497,경호직공무원(여),33,4
41969,3497,경호직공무원(여),11,5
41970,3497,경호직공무원(여),5,6
41971,3497,경호직공무원(여),21,7
41972,3497,경호직공무원(여),13,8
41973,3497,경호직공무원(여),35,9
41974,3497,경호직공무원(여),43,10
41975,3497,경호직공무원(여),8,11
41976,3498,경호직공무원(여),26,12
41977,3498,경찰직공무원(여),43,1
41978,3498,경찰직공무원(여),31,2
41979,3498,경찰직공무원(여),15,3
41980,3498,경찰직공무원(여),43,4
41981,3498,경찰직공무원(여),29,5
41982,3498,경찰직공무원(여),24,6
41983,3498,경찰직공무원(여),16,7
41984,3498,경찰직공무원(여),20,8
41985,3498,경찰직공무원(여),30,9
41986,3498,경찰직공무원(여),34,10
41987,3498,경찰직공무원(여),37,11
41988,3499,경찰직공무원(여),40,12
41989,3499,소방직공무원(남),22,1
41990,3499,소방직공무원(남),14,2
41991,3499,소방직공무원(남),31,3
41992,3499,소방직공무원(남),22,4
41993,3499,소방직공무원(남),22,5
41994,3499,소방직공무원(남),48,6
41995,3499,소방직공무원(남),16,7
41996,3499,소방직공무원(남),27,8
41997,3499,소방직공무원(남),8,9
41998,3499,소방직공무원(남),35,10
41999,3499,소방직공무원(남),42,11
42000,3500,소방직공무원(남),36,12
42001,3500,경찰직공무원(여),9,1
42002,3500,경찰직공무원(여),31,2
42003,3500,경찰직공무원(여),11,3
42004,3500,경찰직공무원(여),12,4
42005,3500,경찰직공무원(여),32,5
42006,3500,경찰직공무원(여),20,6
42007,3500,경찰직공무원(여),17,7
42008,3500,경찰직공무원(여),11,8
42009,3500,경찰직공무원(여),20,9
42010,3500,경찰직공무원(여),20,10
42011,3500,경찰직공무원(여),37,11
42012,3501,경찰직공무원(여),26,12
42013,3501,경호직공무원(남),24,1
42014,3501,경호직공무원(남),35,2
42015,3501,경호직공무원(남),43,3
42016,3501,경호직공무원(남),12,4
42017,3501,경호직공무원(남),9,5
42018,3501,경호직공무원(남),6,6
42019,3501,경호직공무원(남),42,7
42020,3501,경호직공무원(남),43,8
42021,3501,경호직공무원(남),11,9
42022,3501,경호직공무원(남),19,10
42023,3501,경호직공무원(남),32,11
42024,3502,경호직공무원(남),39,12
42025,3502,경찰직공무원(여),41,1
42026,3502,경찰직공무원(여),25,2
42027,3502,경찰직공무원(여),36,3
42028,3502,경찰직공무원(여),39,4
42029,3502,경찰직공무원(여),21,5
42030,3502,경찰직공무원(여),44,6
42031,3502,경찰직공무원(여),9,7
42032,3502,경찰직공무원(여),16,8
42033,3502,경찰직공무원(여),41,9
42034,3502,경찰직공무원(여),17,10
42035,3502,경찰직공무원(여),13,11
42036,3503,경찰직공무원(여),24,12
42037,3503,소방직공무원(여),45,1
42038,3503,소방직공무원(여),7,2
42039,3503,소방직공무원(여),47,3
42040,3503,소방직공무원(여),12,4
42041,3503,소방직공무원(여),44,5
42042,3503,소방직공무원(여),8,6
42043,3503,소방직공무원(여),47,7
42044,3503,소방직공무원(여),10,8
42045,3503,소방직공무원(여),23,9
42046,3503,소방직공무원(여),44,10
42047,3503,소방직공무원(여),27,11
42048,3504,소방직공무원(여),19,12
42049,3504,경호직공무원(여),11,1
42050,3504,경호직공무원(여),49,2
42051,3504,경호직공무원(여),6,3
42052,3504,경호직공무원(여),28,4
42053,3504,경호직공무원(여),25,5
42054,3504,경호직공무원(여),8,6
42055,3504,경호직공무원(여),42,7
42056,3504,경호직공무원(여),40,8
42057,3504,경호직공무원(여),37,9
42058,3504,경호직공무원(여),13,10
42059,3504,경호직공무원(여),33,11
42060,3505,경호직공무원(여),31,12
42061,3505,경호직공무원(남),35,1
42062,3505,경호직공무원(남),40,2
42063,3505,경호직공무원(남),14,3
42064,3505,경호직공무원(남),32,4
42065,3505,경호직공무원(남),46,5
42066,3505,경호직공무원(남),45,6
42067,3505,경호직공무원(남),49,7
42068,3505,경호직공무원(남),48,8
42069,3505,경호직공무원(남),47,9
42070,3505,경호직공무원(남),48,10
42071,3505,경호직공무원(남),20,11
42072,3506,경호직공무원(남),15,12
42073,3506,경호직공무원(여),14,1
42074,3506,경호직공무원(여),30,2
42075,3506,경호직공무원(여),6,3
42076,3506,경호직공무원(여),34,4
42077,3506,경호직공무원(여),33,5
42078,3506,경호직공무원(여),10,6
42079,3506,경호직공무원(여),46,7
42080,3506,경호직공무원(여),10,8
42081,3506,경호직공무원(여),49,9
42082,3506,경호직공무원(여),41,10
42083,3506,경호직공무원(여),27,11
42084,3507,경호직공무원(여),49,12
42085,3507,경찰직공무원(여),47,1
42086,3507,경찰직공무원(여),16,2
42087,3507,경찰직공무원(여),25,3
42088,3507,경찰직공무원(여),16,4
42089,3507,경찰직공무원(여),11,5
42090,3507,경찰직공무원(여),38,6
42091,3507,경찰직공무원(여),37,7
42092,3507,경찰직공무원(여),35,8
42093,3507,경찰직공무원(여),47,9
42094,3507,경찰직공무원(여),36,10
42095,3507,경찰직공무원(여),34,11
42096,3508,경찰직공무원(여),24,12
42097,3508,소방직공무원(남),29,1
42098,3508,소방직공무원(남),5,2
42099,3508,소방직공무원(남),31,3
42100,3508,소방직공무원(남),20,4
42101,3508,소방직공무원(남),16,5
42102,3508,소방직공무원(남),12,6
42103,3508,소방직공무원(남),5,7
42104,3508,소방직공무원(남),44,8
42105,3508,소방직공무원(남),8,9
42106,3508,소방직공무원(남),31,10
42107,3508,소방직공무원(남),9,11
42108,3509,소방직공무원(남),5,12
42109,3509,경호직공무원(남),15,1
42110,3509,경호직공무원(남),47,2
42111,3509,경호직공무원(남),39,3
42112,3509,경호직공무원(남),16,4
42113,3509,경호직공무원(남),43,5
42114,3509,경호직공무원(남),45,6
42115,3509,경호직공무원(남),15,7
42116,3509,경호직공무원(남),43,8
42117,3509,경호직공무원(남),24,9
42118,3509,경호직공무원(남),38,10
42119,3509,경호직공무원(남),21,11
42120,3510,경호직공무원(남),23,12
42121,3510,경찰직공무원(여),20,1
42122,3510,경찰직공무원(여),31,2
42123,3510,경찰직공무원(여),41,3
42124,3510,경찰직공무원(여),16,4
42125,3510,경찰직공무원(여),23,5
42126,3510,경찰직공무원(여),45,6
42127,3510,경찰직공무원(여),48,7
42128,3510,경찰직공무원(여),5,8
42129,3510,경찰직공무원(여),18,9
42130,3510,경찰직공무원(여),25,10
42131,3510,경찰직공무원(여),13,11
42132,3511,경찰직공무원(여),14,12
42133,3511,경호직공무원(여),24,1
42134,3511,경호직공무원(여),31,2
42135,3511,경호직공무원(여),14,3
42136,3511,경호직공무원(여),35,4
42137,3511,경호직공무원(여),45,5
42138,3511,경호직공무원(여),47,6
42139,3511,경호직공무원(여),17,7
42140,3511,경호직공무원(여),45,8
42141,3511,경호직공무원(여),29,9
42142,3511,경호직공무원(여),17,10
42143,3511,경호직공무원(여),34,11
42144,3512,경호직공무원(여),27,12
42145,3512,경호직공무원(남),24,1
42146,3512,경호직공무원(남),11,2
42147,3512,경호직공무원(남),23,3
42148,3512,경호직공무원(남),21,4
42149,3512,경호직공무원(남),13,5
42150,3512,경호직공무원(남),26,6
42151,3512,경호직공무원(남),48,7
42152,3512,경호직공무원(남),42,8
42153,3512,경호직공무원(남),18,9
42154,3512,경호직공무원(남),18,10
42155,3512,경호직공무원(남),40,11
42156,3513,경호직공무원(남),49,12
42157,3513,경찰직공무원(여),36,1
42158,3513,경찰직공무원(여),8,2
42159,3513,경찰직공무원(여),27,3
42160,3513,경찰직공무원(여),17,4
42161,3513,경찰직공무원(여),26,5
42162,3513,경찰직공무원(여),24,6
42163,3513,경찰직공무원(여),43,7
42164,3513,경찰직공무원(여),30,8
42165,3513,경찰직공무원(여),43,9
42166,3513,경찰직공무원(여),35,10
42167,3513,경찰직공무원(여),33,11
42168,3514,경찰직공무원(여),34,12
42169,3514,경찰직공무원(남),49,1
42170,3514,경찰직공무원(남),40,2
